       r/A         g0         g2 
2096.387527  -0.000003  -0.000008 
2099.034481  -0.000003  -0.000008 
2101.681435  -0.000003  -0.000008 
2104.328389  -0.000003  -0.000008 
2106.975343  -0.000003  -0.000008 
2109.622297  -0.000004  -0.000008 
2112.269251  -0.000004  -0.000008 
2114.916205  -0.000004  -0.000008 
2117.563159  -0.000004  -0.000008 
2120.210113  -0.000004  -0.000008 
2122.857067  -0.000004  -0.000008 
2125.504021  -0.000004  -0.000008 
2128.150975  -0.000004  -0.000008 
2130.797929  -0.000004  -0.000008 
2133.444883  -0.000004  -0.000008 
2136.091837  -0.000004  -0.000008 
2138.738790  -0.000004  -0.000008 
2141.385744  -0.000004  -0.000008 
2144.032698  -0.000004  -0.000008 
2146.679652  -0.000004  -0.000008 
2149.326606  -0.000004  -0.000008 
2151.973560  -0.000004  -0.000008 
2154.620514  -0.000004  -0.000008 
2157.267468  -0.000004  -0.000008 
2159.914422  -0.000004  -0.000008 
2162.561376  -0.000004  -0.000008 
2165.208330  -0.000004  -0.000008 
2167.855284  -0.000004  -0.000008 
2170.502238  -0.000004  -0.000008 
2173.149192  -0.000004  -0.000008 
2175.796146  -0.000004  -0.000008 
2178.443100  -0.000004  -0.000008 
2181.090054  -0.000004  -0.000008 
2183.737008  -0.000004  -0.000008 
2186.383962  -0.000004  -0.000008 
2189.030916  -0.000004  -0.000008 
2191.677869  -0.000004  -0.000008 
2194.324823  -0.000004  -0.000008 
2196.971777  -0.000004  -0.000008 
2199.618731  -0.000004  -0.000008 
2202.265685  -0.000004  -0.000008 
2204.912639  -0.000004  -0.000008 
2207.559593  -0.000004  -0.000008 
2210.206547  -0.000004  -0.000008 
2212.853501  -0.000004  -0.000008 
2215.500455  -0.000004  -0.000008 
2218.147409  -0.000004  -0.000008 
2220.794363  -0.000004  -0.000008 
2223.441317  -0.000004  -0.000008 
2226.088271  -0.000004  -0.000008 
2228.735225  -0.000004  -0.000008 
2231.382179  -0.000004  -0.000008 
2234.029133  -0.000004  -0.000008 
2236.676087  -0.000004  -0.000008 
2239.323041  -0.000004  -0.000008 
2241.969994  -0.000004  -0.000008 
2244.616948  -0.000004  -0.000008 
2247.263902  -0.000004  -0.000008 
2249.910856  -0.000004  -0.000008 
2252.557810  -0.000004  -0.000008 
2255.204764  -0.000004  -0.000008 
2257.851718  -0.000004  -0.000008 
2260.498672  -0.000004  -0.000008 
2263.145626  -0.000004  -0.000008 
2265.792580  -0.000004  -0.000008 
2268.439534  -0.000004  -0.000008 
2271.086488  -0.000004  -0.000008 
2273.733442  -0.000004  -0.000008 
2276.380396  -0.000004  -0.000008 
2279.027350  -0.000004  -0.000008 
2281.674304  -0.000004  -0.000008 
2284.321258  -0.000004  -0.000008 
2286.968212  -0.000004  -0.000008 
2289.615166  -0.000004  -0.000008 
2292.262120  -0.000004  -0.000008 
2294.909073  -0.000004  -0.000008 
2297.556027  -0.000004  -0.000008 
2300.202981  -0.000004  -0.000008 
2302.849935  -0.000004  -0.000007 
2305.496889  -0.000004  -0.000007 
2308.143843  -0.000004  -0.000007 
2310.790797  -0.000004  -0.000007 
2313.437751  -0.000004  -0.000007 
2316.084705  -0.000004  -0.000007 
2318.731659  -0.000004  -0.000007 
2321.378613  -0.000004  -0.000007 
2324.025567  -0.000004  -0.000007 
2326.672521  -0.000004  -0.000007 
2329.319475  -0.000004  -0.000007 
2331.966429  -0.000004  -0.000007 
2334.613383  -0.000004  -0.000007 
2337.260337  -0.000004  -0.000007 
2339.907291  -0.000004  -0.000007 
2342.554245  -0.000004  -0.000007 
2345.201198  -0.000004  -0.000007 
2347.848152  -0.000004  -0.000007 
2350.495106  -0.000004  -0.000007 
2353.142060  -0.000004  -0.000007 
2355.789014  -0.000004  -0.000007 
2358.435968  -0.000004  -0.000007 
2361.082922  -0.000004  -0.000007 
2363.729876  -0.000004  -0.000006 
2366.376830  -0.000004  -0.000006 
2369.023784  -0.000004  -0.000006 
2371.670738  -0.000004  -0.000006 
2374.317692  -0.000003  -0.000006 
2376.964646  -0.000003  -0.000006 
2379.611600  -0.000003  -0.000006 
2382.258554  -0.000003  -0.000006 
2384.905508  -0.000003  -0.000006 
2387.552462  -0.000003  -0.000006 
2390.199416  -0.000003  -0.000006 
2392.846370  -0.000003  -0.000006 
2395.493323  -0.000003  -0.000006 
2398.140277  -0.000003  -0.000006 
2400.787231  -0.000003  -0.000006 
2403.434185  -0.000003  -0.000006 
2406.081139  -0.000003  -0.000006 
2408.728093  -0.000003  -0.000006 
2411.375047  -0.000003  -0.000006 
2414.022001  -0.000003  -0.000006 
2416.668955  -0.000003  -0.000005 
2419.315909  -0.000003  -0.000005 
2421.962863  -0.000003  -0.000005 
2424.609817  -0.000003  -0.000005 
2427.256771  -0.000003  -0.000005 
2429.903725  -0.000003  -0.000005 
2432.550679  -0.000003  -0.000005 
2435.197633  -0.000003  -0.000005 
2437.844587  -0.000003  -0.000005 
2440.491541  -0.000003  -0.000005 
2443.138495  -0.000003  -0.000005 
2445.785449  -0.000003  -0.000005 
2448.432402  -0.000003  -0.000005 
2451.079356  -0.000003  -0.000005 
2453.726310  -0.000003  -0.000005 
2456.373264  -0.000003  -0.000005 
2459.020218  -0.000003  -0.000005 
2461.667172  -0.000003  -0.000004 
2464.314126  -0.000003  -0.000004 
2466.961080  -0.000003  -0.000004 
2469.608034  -0.000003  -0.000004 
2472.254988  -0.000003  -0.000004 
2474.901942  -0.000003  -0.000004 
2477.548896  -0.000003  -0.000004 
2480.195850  -0.000003  -0.000004 
2482.842804  -0.000002  -0.000004 
2485.489758  -0.000002  -0.000004 
2488.136712  -0.000002  -0.000004 
2490.783666  -0.000002  -0.000004 
2493.430620  -0.000002  -0.000004 
2496.077574  -0.000002  -0.000004 
2498.724527  -0.000002  -0.000004 
2501.371481  -0.000002  -0.000004 
2504.018435  -0.000002  -0.000004 
2506.665389  -0.000002  -0.000004 
2509.312343  -0.000002  -0.000004 
2511.959297  -0.000002  -0.000004 
2514.606251  -0.000002  -0.000003 
2517.253205  -0.000002  -0.000003 
2519.900159  -0.000002  -0.000003 
2522.547113  -0.000002  -0.000003 
2525.194067  -0.000002  -0.000003 
2527.841021  -0.000002  -0.000003 
2530.487975  -0.000002  -0.000003 
2533.134929  -0.000002  -0.000003 
2535.781883  -0.000002  -0.000003 
2538.428837  -0.000002  -0.000003 
2541.075791  -0.000002  -0.000003 
2543.722745  -0.000002  -0.000003 
2546.369699  -0.000002  -0.000003 
2549.016653  -0.000002  -0.000003 
2551.663606  -0.000002  -0.000003 
2554.310560  -0.000002  -0.000003 
2556.957514  -0.000002  -0.000003 
2559.604468  -0.000002  -0.000003 
2562.251422  -0.000002  -0.000003 
2564.898376  -0.000002  -0.000002 
2567.545330  -0.000002  -0.000002 
2570.192284  -0.000002  -0.000002 
2572.839238  -0.000002  -0.000002 
2575.486192  -0.000001  -0.000002 
2578.133146  -0.000001  -0.000002 
2580.780100  -0.000001  -0.000002 
2583.427054  -0.000001  -0.000002 
2586.074008  -0.000001  -0.000002 
2588.720962  -0.000001  -0.000002 
2591.367916  -0.000001  -0.000002 
2594.014870  -0.000001  -0.000002 
2596.661824  -0.000001  -0.000002 
2599.308778  -0.000001  -0.000002 
2601.955731  -0.000001  -0.000002 
2604.602685  -0.000001  -0.000002 
2607.249639  -0.000001  -0.000002 
2609.896593  -0.000001  -0.000002 
2612.543547  -0.000001  -0.000002 
2615.190501  -0.000001  -0.000001 
2617.837455  -0.000001  -0.000001 
2620.484409  -0.000001  -0.000001 
2623.131363  -0.000001  -0.000001 
2625.778317  -0.000001  -0.000001 
2628.425271  -0.000001  -0.000001 
2631.072225  -0.000001  -0.000001 
2633.719179  -0.000001  -0.000001 
2636.366133  -0.000001  -0.000001 
2639.013087  -0.000001  -0.000001 
2641.660041  -0.000001  -0.000001 
2644.306995  -0.000001  -0.000001 
2646.953949  -0.000001  -0.000001 
2649.600903  -0.000001  -0.000001 
2652.247857  -0.000001  -0.000001 
2654.894810  -0.000001  -0.000001 
2657.541764  -0.000001  -0.000001 
2660.188718  -0.000001  -0.000001 
2662.835672  -0.000001  -0.000001 
2665.482626  -0.000001  -0.000001 
2668.129580  -0.000001  -0.000000 
2670.776534  -0.000001  -0.000000 
2673.423488  -0.000000  -0.000000 
2676.070442  -0.000000  -0.000000 
2678.717396  -0.000000  -0.000000 
2681.364350  -0.000000  -0.000000 
2684.011304  -0.000000  -0.000000 
2686.658258  -0.000000  -0.000000 
2689.305212  -0.000000  -0.000000 
2691.952166  -0.000000   0.000000 
2694.599120  -0.000000   0.000000 
2697.246074  -0.000000   0.000000 
2699.893028  -0.000000   0.000000 
2702.539982  -0.000000   0.000000 
2705.186935  -0.000000   0.000000 
2707.833889  -0.000000   0.000000 
